brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,os,os_bit,display_size,price,memory,star
ASUS,Celeron,Intel,Celeron Dual,Missing,4,DDR4,Windows,64,15.6,23990,1024,3.8
ASUS,Vivobook,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,37990,512,4.3
ASUS,Vivobook,Intel,Core i3,10th,8,DDR4,Windows,64,14.1,32890,1024,3.9
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,42990,512,4.4
HP,Core,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,54990,512,4.2
Lenovo,Ideapad,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,35990,1024,4
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,41999,1280,4.3
ASUS,Core,Intel,Core i3,11th,4,DDR4,Windows,64,14,34429,256,4.1
DELL,Vostro,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,41490,1280,5
Lenovo,Ideapad,Intel,Core i3,10th,8,DDR4,Windows,32,15.6,37990,256,4.3
HP,Core,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,53990,512,4.1
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,37990,256,4.3
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,57990,512,4.5
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,14,52990,512,4.2
ASUS,Vivobook,Intel,Core i3,11th,4,DDR4,Windows,32,15.6,35990,256,4.3
DELL,Vostro,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,14,35990,1024,4.1
ASUS,Vivobook,Intel,Core i3,10th,8,DDR4,Windows,64,14,33980,256,4.4
HP,Pavilion,Intel,Core i5,11th,16,DDR4,Windows,64,14,67990,512,4.5
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,14,39990,256,4.2
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,85990,256,4.7
ASUS,Vivobook,Intel,Pentium Silver,Missing,4,DDR4,Windows,64,14,29990,256,4
ASUS,Vivobook,Intel,Core i7,10th,16,DDR4,Windows,64,15.6,57990,512,4.4
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,42990,512,4.3
Lenovo,Ideapad,Intel,Celeron Dual,Missing,4,DDR4,Windows,64,14,31999,256,4.3
DELL,Vostro,Intel,Core i3,10th,8,DDR4,Windows,64,14,39490,256,4
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,45490,1280,4.3
MSI,GF63,Intel,Hexa Core,Missing,8,DDR4,Windows,64,15.6,55990,1280,4.3
MSI,GF63,Intel,Core i7,10th,8,DDR4,Windows,64,15.6,63990,1280,4.4
ASUS,TUF,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,57990,512,4.3
ASUS,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,35990,256,4.5
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,62300,512,4.3
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,Windows,64,14,52990,512,4.4
acer,Aspire,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,36990,512,4.4
RedmiBook,15,Intel,Core i3,11th,8,DDR4,Windows,32,15.6,38990,256,4.6
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,Windows,32,15.6,50990,1280,4.3
ASUS,Vivobook,Intel,Core i7,10th,8,DDR4,Windows,64,15.6,61990,512,4.3
MSI,GF65,Intel,Core i7,10th,16,DDR4,Windows,64,15.6,84990,1024,4.5
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,39490,256,4.4
ASUS,Vivobook,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,55990,1280,4.3
HP,Pavilion,Intel,Core i3,11th,8,DDR4,Windows,64,14,53990,256,4.5
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,41990,256,4.6
Lenovo,Core,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,52990,512,4.3
acer,Aspire,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,38990,256,0
realme,Book,Intel,Core i3,11th,8,DDR4,Windows,64,14,46990,256,0
ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,Windows,64,15.6,35990,512,4.4
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,56990,512,4.4
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,51990,512,4.5
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,48990,512,4.2
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,Windows,64,14,61990,512,4.4
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,49490,1280,4.2
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,42490,1024,4
ASUS,Vivobook,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,54990,1280,4
RedmiBook,15,Intel,Core i3,11th,8,DDR4,Windows,32,15.6,42990,512,4.5
Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,68500,1280,4.5
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,49970,512,4.3
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,49490,256,4.5
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,42990,512,4.5
MSI,Modern,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,47990,512,4.3
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,48990,512,4.3
ASUS,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,37990,256,4.6
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,37890,256,4.4
RedmiBook,Pro,Intel,Core i5,11th,8,DDR4,Windows,32,15.6,48990,512,4.3
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,75990,1280,4.6
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,112990,256,4.2
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,Windows,64,14,38990,256,4.5
ASUS,Vivobook,Intel,Core i5,11th,8,LPDDR4X,Windows,32,14,63990,512,4.8
ASUS,Vivobook,Intel,Core i3,11th,8,LPDDR4X,Windows,32,14,51990,512,4.2
Lenovo,Thinkpad,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,65990,512,4.6
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,Windows,64,14,47990,512,4.7
acer,Swift,AMD,Ryzen 5,Missing,8,LPDDR4X,Windows,64,14,53990,512,4.6
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,48990,512,4.4
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,52990,512,4.9
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,149990,512,4.5
acer,Predator,Intel,Core i7,11th,16,DDR4,Windows,64,15.6,92990,1536,4.2
ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,Windows,32,17.3,76990,512,4.8
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,49990,512,4.5
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,Windows,64,17.3,71990,512,4.8
Lenovo,Ideapad,Intel,Core i3,10th,8,DDR4,Windows,64,14,37990,256,0
ASUS,Vivobook,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,47990,512,4.4
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,75990,1024,4.2
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,Windows,64,14,45990,512,4
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,Windows,32,15.6,48490,512,4.5
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,Windows,64,17.3,72990,512,4.7
ASUS,Vivobook,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,54990,1280,4.3
MSI,Katana,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,76990,512,4.5
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,104990,256,4.6
MSI,GF65,Intel,Hexa Core,Missing,16,DDR4,Windows,64,15.6,76990,512,4.6
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,57990,1280,4.7
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,52990,1280,4.5
DELL,Vostro,Intel,Core i3,11th,8,DDR4,Windows,64,14.96,41990,256,4.6
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,52990,512,0
ASUS,TUF,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,89990,512,3.6
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,42990,512,4.2
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,125990,512,4.6
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,45990,256,4.5
MSI,GF63,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,59990,512,4.6
MSI,Katana,Intel,Core i7,Missing,,,Missing,32,Missing,86990,0,4.5
ASUS,Zenbook,Intel,Core i7,11th,16,LPDDR4X,Windows,64,14,104990,1024,4.5
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,103990,512,4.5
acer,Predator,Intel,Core i7,11th,16,DDR4,Windows,32,15.6,119990,1536,0
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,112990,256,4.7
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,101990,512,4.5
ASUS,Pentium,Intel,Pentium Quad,Missing,4,LPDDR4,Windows,64,15.6,27990,1024,4.8
HP,Celeron,Intel,Celeron Dual,Missing,8,DDR4,Windows,64,14,32490,256,4.7
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,14.96,36990,256,0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,57990,1280,4
Lenovo,Core,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,38990,512,4.2
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,14,43490,512,4.2
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,39990,256,3.9
ASUS,TUF,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,65990,512,4.6
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,Windows,64,14,71990,512,4.3
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,42490,256,4.4
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,44490,1280,4.7
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,14.96,45990,512,4.8
acer,Nitro,AMD,Ryzen 5,Missing,,,Missing,32,Missing,59990,0,4.3
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14.1,41890,1280,4.3
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,43990,512,4.5
MSI,Pulse,Intel,Core i7,Missing,,,Missing,32,Missing,109990,0,4.2
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,132990,256,0
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,59490,512,4.6
HP,Core,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,42490,512,4.8
MSI,Alpha,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,99990,1024,4.5
ASUS,ROG,AMD,Ryzen 7,Missing,8,LPDDR4X,Windows,64,14,72990,1024,4.3
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,Windows,64,14,71890,512,4.7
lenovo,Ideapad,Intel,Core i5,Missing,,,Missing,32,Missing,72990,0,4.6
MSI,GF63,Intel,Core i7,10th,16,DDR4,Windows,64,15.6,79990,512,4.3
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,Windows,64,15.6,135990,1024,4.2
Lenovo,Ideapad,Intel,Core i7,10th,8,DDR4,Windows,64,15.6,68990,512,4.5
MSI,Bravo,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,64990,512,0
Infinix,INBook,Intel,Core i3,10th,8,LPDDR4X,Windows,64,14,32990,256,4.5
ASUS,Zenbook,Intel,Core i7,11th,16,LPDDR4X,Windows,64,14,134990,1024,4.5
acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,89990,1280,4.3
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,64990,512,0
RedmiBook,Notebook,Intel,Core i7,10th,8,DDR4,Windows,64,14,59490,512,4.4
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,43970,512,0
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,14,65990,512,4.2
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,104990,256,4.3
DELL,Vostro,Intel,Core i3,10th,4,DDR4,Windows,64,14,36990,256,0
APPLE,MacBook,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,104990,512,4.7
HP,Core,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,55999,512,4.3
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,14,73490,512,4.7
HP,Pavilion,Intel,Core i5,11th,16,DDR4,Windows,64,14,74490,512,4.8
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,56990,1280,4.5
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,47490,512,4.3
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,Windows,64,14,53990,256,4
HP,HP,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,59990,512,2.5
acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,81990,1280,4.4
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,36990,256,4.4
ASUS,Core,Intel,Core i3,10th,4,DDR4,Windows,64,15.6,39990,512,4.5
DELL,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,39990,256,4.4
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,14,79990,512,4.3
Lenovo,Ideapad,Intel,Core i3,10th,4,DDR4,Windows,64,15.6,38940,256,4.6
DELL,Inspiron,Intel,Core i3,10th,4,DDR4,Windows,64,15,39490,256,0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,Missing,32,Missing,23490,0,4.3
HP,Pavilion,Intel,Core i5,11th,8,DDR4,Windows,64,14,58340,512,4.4
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,Windows,32,15.6,154990,1024,4.2
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,14,55999,512,4
Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,69990,512,4.6
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,44490,256,4.5
acer,Travelmate,Intel,Core i5,11th,8,DDR4,Windows,64,14,55490,1280,4.3
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,131990,512,4.2
MSI,Core,Intel,Core i3,11th,8,DDR4,Windows,64,14,48990,512,3.8
HP,Pavilion,Intel,Core i3,11th,8,DDR4,Windows,64,14,54990,512,4.6
HP,15-ec1105AX,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,58990,512,4.5
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,Windows,64,14,67990,512,4.5
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,62490,1280,4.5
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,45990,256,4.4
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,14,59990,512,3.9
Lenovo,Ideapad,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,39999,256,4.5
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,59490,512,4.5
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,Windows,64,15.6,67500,512,5
ASUS,TUF,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,82990,512,4.6
ASUS,Vivobook,AMD,Ryzen 5,Missing,8,DDR4,Windows,32,15.6,54990,1280,4.4
Lenovo,Ideapad,Intel,Core i7,11th,16,DDR4,Windows,64,14,85990,512,4.4
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,42990,256,4.4
Lenovo,Legion,Intel,Core i7,11th,16,DDR4,Windows,64,15.6,99990,512,4.4
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,Windows,64,15.6,98990,1024,4.3
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,Windows,64,15.6,71990,512,4.4
ASUS,ASUS,Intel,Pentium Quad,Missing,8,LPDDR4X,Windows,64,13.3,62990,256,4.5
DELL,Vostro,Intel,Core i5,11th,8,DDR4,Windows,64,14,64190,512,4.5
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,Windows,32,15.6,48990,512,0
ASUS,Vivobook,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,62450,512,0
DELL,Core,Intel,Core i5,11th,16,DDR4,Windows,64,14,70090,512,4.6
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,49990,1024,4.4
lenovo,Yoga,Intel,Core i7,Missing,,,Missing,32,Missing,102990,0,4
ASUS,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,Windows,64,15.6,33690,256,0
DELL,Vostro,Intel,Core i3,11th,4,DDR4,Windows,64,14,42990,1280,4.6
acer,Travelmate,Intel,Core i3,11th,8,DDR4,Windows,64,14,40990,1280,4.2
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,64990,1280,4.1
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,14,49990,256,4.2
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,Windows,64,14,60999,512,4.7
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,39490,1024,4.2
ASUS,Core,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,49990,512,4.4
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,59990,1280,4.2
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,Windows,64,15.6,41490,512,4.1
APPLE,MacBook,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,149990,1024,4.3
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,169990,1024,4.2
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,41990,256,4.8
acer,Predator,Intel,Core i9,11th,32,DDR4,Windows,64,15.6,169990,1024,4.8
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,60190,1280,4.4
MSI,Core,Intel,Core i3,10th,8,DDR4,Windows,64,14,40990,512,0
MSI,Core,Intel,Core i5,11th,8,DDR4,Windows,64,14,55490,512,4.4
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,44490,256,4.4
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,Windows,64,13.3,97990,512,3.9
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14.1,41990,512,4.3
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,Windows,64,14,54990,512,5
DELL,Vostro,Intel,Core i3,11th,8,DDR4,Windows,64,14,42190,1024,0
acer,Predator,Intel,Core i9,11th,16,DDR4,Windows,64,15.6,139990,1024,4.5
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,Windows,64,15.6,199990,1024,3.9
DELL,Vostro,Intel,Core i3,10th,8,DDR4,Windows,64,14,39490,1024,0
Lenovo,Ideapad,AMD,APU Dual,Missing,4,DDR4,Windows,64,Missing,19590,0,4.7
ASUS,APU,AMD,Quad,Missing,,,Missing,32,Missing,19990,0,4
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,Mac,64,13.3,128990,512,3.6
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,44990,512,4
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,41250,512,4.7
HP,Pentium,Intel,Pentium Quad,Missing,8,DDR4,Windows,64,14,32990,256,4.4
APPLE,2021,Apple,M1 Processor,Missing,16,Unified,Mac,64,14.2,225990,1024,4.1
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,14,44990,512,4.1
APPLE,2021,Apple,M1 Processor,Missing,16,Unified,Mac,64,14.2,184990,512,4.8
ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,Windows,64,15.6,54990,512,0
APPLE,2021,Apple,M1 Processor,Missing,16,Unified,Mac,64,16.2,243990,1024,4.8
APPLE,2021,Apple,M1 Processor,Missing,16,Unified,Mac,64,16.2,225990,512,4.4
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,Windows,64,15,59990,512,4.8
DELL,Vostro,Intel,Core i3,11th,8,DDR4,Windows,64,14,41490,256,4.8
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,14.96,41990,256,4.3
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14,42990,512,4.3
ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,Windows,64,15.6,54490,1280,4.2
APPLE,2021,Apple,M1 Max,Missing,32,Unified,Mac,64,16.2,309990,1024,4.7
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,Windows,64,15.6,60990,1280,4.3
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,53990,512,5
HP,Pavilion,Intel,Core i5,11th,16,DDR4,Windows,64,14,66999,512,4.3
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,63990,1280,4.2
Infinix,X1,Intel,Core i7,10th,16,LPDDR4X,Windows,64,14,54990,512,4.4
DELL,Core,Intel,Core i3,11th,8,DDR4,Windows,64,14,60790,512,4.5
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,Windows,64,15.6,71990,512,4.3
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,48990,1280,4.4
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,Windows,64,15.6,114990,1024,4.5
Lenovo,Lenovo,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,99990,512,4.1
ASUS,Vivobook,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,14,58990,512,4.6
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,Missing,32,Missing,24990,0,4.6
Lenovo,Thinkpad,AMD,Ryzen 5,Missing,8,DDR4,Missing,64,14,57490,512,4.4
acer,Intel,Intel,Core i5,11th,8,LPDDR4X,Windows,64,14,60990,512,4.2
DELL,Inspiron,Intel,Core i5,11th,4,DDR4,Windows,64,14.9,55790,1280,4.2
acer,Aspire,Intel,Core i5,11th,8,DDR4,Windows,64,14,46990,1024,4.4
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,14,79990,512,4.2
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,15.6,64990,1280,3.8
HP,Core,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,45650,512,0
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,Windows,64,14,41990,256,4.3
HP,15s,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,43690,1024,4.1
ASUS,TUF,Intel,Core i5,11th,8,DDR4,Windows,64,17.3,77990,1024,4.4
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,Missing,32,Missing,21490,0,4.1
ASUS,Core,Intel,Core i5,11th,16,DDR4,Windows,64,17.3,58990,1280,4.4
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,Windows,64,15.6,129990,1024,3.9
ASUS,Core,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,47990,512,4.8
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,Mac,64,13.3,85990,256,4.3
DELL,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,15.6,93990,512,4.3
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,57999,512,4.7
HP,Core,Intel,Core i5,11th,8,DDR4,Windows,32,14,59999,512,0
ASUS,Vivobook,Intel,Core i7,10th,16,DDR4,Windows,64,15.6,66990,1280,4.5
ASUS,Vivobook,Intel,Core i7,11th,8,DDR4,Windows,64,14,77990,512,4
DELL,G15,Intel,Core i5,10th,16,DDR4,Windows,64,15.6,79990,512,4.2
ASUS,Vivobook,AMD,Ryzen 5,Missing,16,DDR4,Windows,64,15.6,56990,512,4.3
Lenovo,Ideapad,Intel,Core i7,11th,8,DDR4,Windows,64,15.6,79990,512,0
DELL,Vostro,Intel,Core i3,10th,8,DDR4,Windows,64,14,41990,512,4.8
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,Windows,64,15.6,72990,512,4
ASUS,TUF,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,63990,512,3.9
HP,Pavilion,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,63990,512,4.7
Infinix,INBook,Intel,Core i3,10th,8,LPDDR4X,Windows,64,14,32990,256,0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,Missing,32,Missing,23990,0,4.7
ASUS,ROG,Intel,Core i5,10th,8,DDR4,Windows,64,15.6,77990,1024,4.3
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,Windows,64,13.3,65990,512,4.1
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,14,59990,512,4.5
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,Windows,64,15.6,45490,512,4.4
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,Windows,64,14,55990,512,0
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,Windows,64,14,59990,512,4.2
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,14.1,44990,512,0
HP,Pavilion,Intel,Core i5,11th,8,DDR4,Windows,64,15.6,63990,512,0
ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,Windows,64,17.3,82990,512,0
ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,Windows,64,13.4,114990,1024,4.7
ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,Windows,64,15.6,35990,1024,4.6
HP,Envy,AMD,Ryzen 5,Missing,16,DDR4,Windows,64,13.3,98020,512,4.3
DELL,Vostro,Intel,Core i5,11th,16,DDR4,Windows,64,14,69490,512,3.8
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,Windows,64,15.6,38490,256,0
ASUS,EeeBook,Intel,Celeron Dual,Missing,4,DDR4,Windows,64,Missing,22990,0,0
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,Mac,64,13,179990,1024,3.8
HP,Chromebook,MediaTek,MediaTek Kompanio,Missing,4,DDR4,Missing,32,Missing,22990,0,4.5
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,Windows,64,14,89390,512,0
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,Windows,64,13.3,74990,512,4.7
